mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,sid,onset_sec,duration_sec,onset_tick,duration_tick,pitch_pna,velocity,track,channel,pid
8,14.500000,0.500000,14.500000,0.500000,1920,64,54,3,n1h3uo6,12.263541,0.438542,11773,421,54,36,0,1,n48
8,14.500000,0.500000,14.500000,0.500000,1920,64,63,2,n1svwcfz,12.280209,0.407292,11789,391,63,36,0,1,n49
8,15.000000,0.500000,15.000000,0.500000,1984,64,58,3,nvmypsu,12.687500,7.848958,12180,7535,58,56,0,1,n50
8,15.000000,0.500000,15.000000,0.500000,1984,64,65,2,n1jlld6s,12.694792,0.993750,12187,954,65,33,0,1,n51
8,15.000000,0.500000,15.000000,0.500000,1984,64,62,2,n9iz6rl,12.706250,0.938542,12198,901,62,33,0,1,n52
9,16.000000,2.000000,16.000000,2.000000,2112,256,54,2,nhouoos,13.503125,1.972917,12963,1894,54,45,0,1,n53
9,16.000000,2.000000,16.000000,2.000000,2112,256,39,3,nycny6q,13.522917,1.953125,12982,1875,39,60,0,1,n54
9,16.500000,0.500000,16.500000,0.500000,2176,64,66,1,nkm8rgd,13.904166,1.571875,13348,1509,66,58,0,1,n55
9,17.000000,0.500000,17.000000,0.500000,2240,64,65,1,n1c226x5,14.291667,1.184375,13720,1137,65,61,0,1,n56
9,17.500000,0.500000,17.500000,0.500000,2304,64,63,1,nzteqca,14.692708,2.243750,14105,2154,63,67,0,1,n57
10,18.000000,2.000000,18.000000,2.000000,2368,256,53,2,n1oox58n,15.189584,1.746875,14582,1677,53,55,0,1,n58
10,18.000000,2.000000,18.000000,2.000000,2368,256,46,3,nqroevn,15.191667,3.812500,14584,3660,46,59,0,1,n59
10,19.000000,0.500000,19.000000,0.500000,2496,64,62,1,n1yihe3,16.054167,2.950000,15412,2832,62,55,0,1,n60
11,20.000000,0.500000,20.000000,0.500000,2624,64,65,1,ndwo28y,16.862499,2.132292,16188,2047,65,61,0,1,n61
11,20.000000,2.000000,20.000000,2.000000,2624,256,34,3,nne21f7,16.892708,2.145833,16217,2060,34,48,0,1,n62
11,20.500000,0.500000,20.500000,0.500000,2688,64,66,1,n1u3y7g9,17.285418,1.710417,16594,1642,66,70,0,1,n63
11,21.000000,0.500000,21.000000,0.500000,2752,64,68,1,n3zp936,17.662500,2.873958,16956,2759,68,65,0,1,n64
11,21.500000,0.500000,21.500000,0.500000,2816,64,70,1,n12qmk7l,18.121876,0.882292,17397,847,70,68,0,1,n65
12,22.000000,2.000000,22.000000,2.000000,2880,256,63,2,n3ppc2s,18.640625,2.802083,17895,2690,63,50,0,1,n66
12,22.000000,2.000000,22.000000,2.000000,2880,256,39,3,n5dzn4x,18.678125,1.859375,17931,1785,39,42,0,1,n67
12,23.000000,0.500000,23.000000,0.500000,3008,64,66,1,ntveext,19.512501,2.007292,18732,1927,66,53,0,1,n68
13,24.000000,1.000000,24.000000,1.000000,3136,128,70,1,n3zn1ve,20.353125,3.084375,19539,2961,70,84,0,1,n69
13,24.000000,1.000000,24.000000,1.000000,3136,128,51,3,n190ip5i,20.378124,1.064583,19563,1022,51,60,0,1,n70
13,25.000000,1.000000,25.000000,1.000000,3264,128,65,2,ncv4r2h,21.206249,1.116667,20358,1072,65,64,0,1,n71
13,25.000000,1.000000,25.000000,1.000000,3264,128,50,3,nbtjp6t,21.208334,1.116667,20360,1072,50,68,0,1,n72
13,25.000000,1.000000,25.000000,1.000000,3264,128,68,2,n7j0ws0,21.212500,1.109375,20364,1065,68,63,0,1,n73
14,26.000000,1.500000,26.000000,1.500000,3392,192,66,2,narerll,22.073957,1.757292,21191,1687,66,60,0,1,n74
14,26.000000,1.500000,26.000000,1.500000,3392,192,63,2,n6wsszs,22.087500,1.350000,21204,1296,63,66,0,1,n75
14,26.000000,1.500000,26.000000,1.500000,3392,192,51,3,n132vlyg,22.092709,1.742708,21209,1673,51,67,0,1,n76
14,27.000000,0.500000,27.000000,0.500000,3520,64,71,1,nja5e1o,22.921875,0.515625,22005,495,71,79,0,1,n77
14,27.500000,0.500000,27.500000,0.500000,3584,64,69,1,nw3u4pq,23.377083,0.455208,22442,437,69,79,0,1,n78
14,27.500000,1.000000,27.500000,1.000000,3584,128,59,2,nds4xgz,23.400000,0.871875,22464,837,59,56,0,1,n79
15,28.000000,1.500000,28.000000,1.500000,3648,192,68,1,nqioh0d,23.850000,1.214583,22896,1166,68,73,0,1,n80
15,28.000000,0.500000,28.000000,0.500000,3648,64,52,3,n18szrpt,23.854166,0.417708,22900,401,52,56,0,1,n81
15,28.000000,0.500000,28.000000,0.500000,3648,64,64,2,n1xyivg6,23.863543,0.408333,22909,392,64,48,0,1,n82
15,28.500000,0.500000,28.500000,0.500000,3712,64,65,2,net67sr,24.253124,0.811458,23283,779,65,57,0,1,n83
15,28.500000,0.500000,28.500000,0.500000,3712,64,50,3,nhp3q9n,24.267708,0.380208,23297,365,50,54,0,1,n84
15,28.500000,1.000000,28.500000,1.000000,3712,128,58,2,n13lhfpu,24.280209,0.783333,23309,752,58,42,0,1,n85
15,29.000000,0.500000,29.000000,0.500000,3776,64,63,2,n1ohsbag,24.651041,1.761458,23665,1691,63,37,0,1,n86
15,29.000000,0.500000,29.000000,0.500000,3776,64,51,3,n1k9w891,24.664583,0.400000,23678,384,51,55,0,1,n87
15,29.500000,1.500000,29.500000,1.500000,3840,192,66,1,n132s741,25.042707,1.369792,24041,1315,66,50,0,1,n88
15,29.500000,1.500000,29.500000,1.500000,3840,192,60,2,n1ihpbnr,25.059376,1.353125,24057,1299,60,39,0,1,n89
15,29.500000,0.500000,29.500000,0.500000,3840,64,45,3,n3k1x9c,25.065624,0.448958,24063,431,45,21,0,1,n90
16,30.000000,1.500000,30.000000,1.500000,3904,192,46,4,ns7ef1z,25.462500,1.671875,24444,1605,46,44,0,1,n91
16,30.500000,0.500000,30.500000,0.500000,3968,64,57,3,ncwb9kp,25.932291,0.480208,24895,461,57,42,0,1,n92
16,31.000000,0.500000,31.000000,0.500000,4032,64,62,2,ndgxzpg,26.395834,0.739583,25340,710,62,31,0,1,n93
16,31.000000,0.500000,31.000000,0.500000,4032,64,65,1,ni47acm,26.395834,1.628125,25340,1563,65,29,0,1,n94
16,31.000000,0.500000,31.000000,0.500000,4032,64,58,3,n186unn2,26.416666,1.327083,25360,1274,58,34,0,1,n95
16,31.500000,0.500000,31.500000,0.500000,4096,64,51,3,n1vm6u8k,26.848959,0.894792,25775,859,51,52,0,1,n96
17,32.000000,0.500000,32.000000,0.500000,4160,64,50,3,ny91d4k,27.370832,0.643750,26276,618,50,59,0,1,n97
17,32.500000,0.500000,32.500000,0.500000,4224,64,51,3,n2fhybt,27.843750,2.587500,26730,2484,51,58,0,1,n98
17,33.000000,0.500000,33.000000,0.500000,4288,64,53,3,nams049,28.288542,0.513542,27157,493,53,77,0,1,n99
17,33.500000,1.500000,33.500000,1.500000,4352,192,59,2,n1h7e2vk,28.751041,1.680208,27601,1613,59,85,0,1,n100
17,33.500000,2.000000,33.500000,2.000000,4352,256,68,1,nelpv1u,28.754168,2.328125,27604,2235,68,67,0,1,n101
18,34.000000,1.500000,34.000000,1.500000,4416,192,46,4,n3s1yxj,29.355207,1.727083,28181,1658,46,40,0,1,n102
18,35.000000,0.500000,35.000000,0.500000,4544,64,58,2,n1o0zlvb,30.434376,0.647917,29217,622,58,53,0,1,n103
18,35.000000,0.500000,35.000000,0.500000,4544,64,50,3,n1wlzdyp,30.436459,0.645833,29219,620,50,30,0,1,n104
18,35.500000,0.500000,35.500000,0.500000,4608,64,63,3,n70g25x,30.822916,4.413542,29590,4237,63,53,0,1,n105
19,36.000000,0.500000,36.000000,0.500000,4672,64,62,3,n1k0p70e,31.331249,1.653125,30078,1587,62,79,0,1,n106
19,37.000000,0.500000,37.000000,0.500000,4800,64,65,3,nkpr3xp,32.359375,0.642708,31065,617,65,75,0,1,n107
19,37.500000,2.000000,37.500000,2.000000,4864,256,77,1,n1p7dhwf,32.954166,2.303125,31636,2211,77,67,0,1,n108
19,37.500000,1.500000,37.500000,1.500000,4864,192,71,1,n1hyp9w4,32.956249,2.301042,31638,2209,71,75,0,1,n109
19,37.500000,2.000000,37.500000,2.000000,4864,256,80,1,n14932a4,32.962502,4.011458,31644,3851,80,70,0,1,n110
20,38.000000,1.500000,38.000000,1.500000,4928,192,58,3,n104qhxz,33.679165,3.294792,32332,3163,58,50,0,1,n111
20,39.000000,0.500000,39.000000,0.500000,5056,64,70,1,nmcg7xk,35.168751,1.805208,33762,1733,70,38,0,1,n112
20,39.000000,0.500000,39.000000,0.500000,5056,64,62,3,n13wljik,35.181252,1.792708,33774,1721,62,29,0,1,n113
20,39.500000,1.500000,39.500000,1.500000,5120,192,58,1,nkl7ze9,37.155209,2.286458,35669,2195,58,35,0,1,n114
20,39.500000,2.000000,39.500000,2.000000,5120,256,54,1,n13qay7n,37.162498,2.279167,35676,2188,54,16,0,1,n115
20,39.500000,2.000000,39.500000,2.000000,5120,256,51,1,n1j9f65q,37.179165,2.263542,35692,2173,51,35,0,1,n116
21,40.000000,0.500000,40.000000,0.500000,5184,64,42,3,n14ahlx1,37.843750,1.597917,36330,1534,42,25,0,1,n117
21,40.000000,0.500000,40.000000,0.500000,5184,64,30,3,ngx1f26,37.880207,1.561458,36365,1499,30,19,0,1,n118
21,41.000000,0.500000,41.000000,0.500000,5312,64,63,1,nehqrnf,39.028126,0.413542,37467,397,63,29,0,1,n119
21,41.500000,1.500000,41.500000,1.500000,5376,192,71,1,n1pq70ko,39.573959,2.723958,37991,2615,71,48,0,1,n120
21,41.500000,2.000000,41.500000,2.000000,5376,256,68,1,n1vyz994,39.601040,2.696875,38017,2589,68,32,0,1,n121
21,41.500000,2.000000,41.500000,2.000000,5376,256,64,1,n1q8q723,39.603127,2.694792,38019,2587,64,39,0,1,n122
22,42.000000,0.500000,42.000000,0.500000,5440,64,59,3,n1y3yzsw,40.152084,2.145833,38546,2060,59,33,0,1,n123
22,42.000000,0.500000,42.000000,0.500000,5440,64,56,3,nbeyber,40.155209,2.141667,38549,2056,56,32,0,1,n124
22,43.000000,0.500000,43.000000,0.500000,5568,64,76,1,n1vnc8n9,41.435417,0.928125,39778,891,76,49,0,1,n125
22,43.500000,1.500000,43.500000,1.500000,5632,192,63,1,ndmiq9p,41.942707,1.582292,40265,1519,63,56,0,1,n126
22,43.500000,1.500000,43.500000,1.500000,5632,192,60,1,nf0fxk3,41.964584,1.560417,40286,1498,60,38,0,1,n127
22,43.500000,1.500000,43.500000,1.500000,5632,192,54,1,ns0p1it,41.982292,1.545833,40303,1484,54,35,0,1,n128
23,44.000000,0.500000,44.000000,0.500000,5696,64,45,3,ncgjw5z,42.403126,1.121875,40707,1077,45,53,0,1,n129
23,45.000000,1.000000,45.000000,1.000000,5824,128,62,1,ngevg3i,43.338543,1.115625,41605,1071,62,55,0,1,n130
23,45.000000,0.500000,45.000000,0.500000,5824,64,46,3,ng6hp7e,43.354168,0.281250,41620,270,46,47,0,1,n131
23,45.000000,1.000000,45.000000,1.000000,5824,128,58,1,n100gd98,43.359375,3.535417,41625,3394,58,36,0,1,n132
23,45.000000,1.000000,45.000000,1.000000,5824,128,53,1,n1khq61u,43.365623,1.067708,41631,1025,53,36,0,1,n133
24,46.000000,0.500000,46.000000,0.500000,5952,64,63,1,n8jghwt,44.363541,2.587500,42589,2484,63,51,0,1,n134
24,46.000000,0.500000,46.000000,0.500000,5952,64,54,1,nc5l9l6,44.379166,1.683333,42604,1616,54,36,0,1,n135
24,46.000000,0.500000,46.000000,0.500000,5952,64,39,3,nbhbsvs,44.405209,2.489583,42629,2390,39,33,0,1,n136
24,46.500000,0.500000,46.500000,0.500000,6016,64,66,2,n1ndomom,44.785416,0.945833,42994,908,66,56,0,1,n137
24,47.000000,0.500000,47.000000,0.500000,6080,64,65,2,n1m7wnc8,45.198959,1.268750,43391,1218,65,56,0,1,n138
24,47.500000,0.500000,47.500000,0.500000,6144,64,51,3,n10wqvpp,45.597916,1.338542,43774,1285,51,56,0,1,n139
25,48.000000,0.500000,48.000000,0.500000,6208,64,62,2,n1f05kf0,46.026043,0.925000,44185,888,62,72,0,1,n140
25,48.000000,0.500000,48.000000,0.500000,6208,64,53,3,n1n9ko7n,46.034374,0.918750,44193,882,53,60,0,1,n141
25,49.000000,0.500000,49.000000,0.500000,6336,64,65,2,nky5k6q,46.871876,0.530208,44997,509,65,85,0,1,n142
25,49.000000,0.500000,49.000000,0.500000,6336,64,50,3,n19casdx,46.877083,0.502083,45002,482,50,78,0,1,n143
25,49.500000,1.500000,49.500000,1.500000,6400,192,71,1,nfw7l20,47.323959,2.517708,45431,2417,71,86,0,1,n144
25,49.500000,2.000000,49.500000,2.000000,6400,256,68,1,n10ba369,47.328125,4.069792,45435,3907,68,73,0,1,n145
25,49.500000,0.500000,49.500000,0.500000,6400,64,51,3,n1sng5up,47.335415,0.693750,45442,666,51,75,0,1,n146
25,49.500000,0.500000,49.500000,0.500000,6400,64,63,2,nilcimv,47.337502,0.690625,45444,663,63,74,0,1,n147
26,50.000000,1.500000,50.000000,1.500000,6464,192,62,2,n1tcy8b,47.961460,1.881250,46043,1806,62,59,0,1,n148
26,50.000000,1.500000,50.000000,1.500000,6464,192,53,3,n18mg1et,47.962502,1.880208,46044,1805,53,50,0,1,n149
26,50.000000,1.500000,50.000000,1.500000,6464,192,46,3,n112tcfk,47.966667,1.876042,46048,1801,46,40,0,1,n150
26,51.000000,0.500000,51.000000,0.500000,6592,64,70,1,n6v5hvi,48.943748,0.898958,46986,863,70,64,0,1,n151
26,51.500000,0.500000,51.500000,0.500000,6656,64,66,3,n1yn1nc9,49.346874,0.495833,47373,476,66,62,0,1,n152
26,51.500000,0.500000,51.500000,0.500000,6656,64,75,2,necxfso,49.351040,0.505208,47377,485,75,81,0,1,n153
26,51.500000,0.500000,51.500000,0.500000,6656,64,63,3,n12n7xas,49.369793,2.934375,47395,2817,63,67,0,1,n154
27,52.000000,0.500000,52.000000,0.500000,6720,64,74,2,n19jj02v,49.793751,1.604167,47802,1540,74,85,0,1,n155
27,52.000000,0.500000,52.000000,0.500000,6720,64,65,3,n1h378am,49.802082,1.595833,47810,1532,65,54,0,1,n156
27,52.500000,0.500000,52.500000,0.500000,6784,64,75,2,n18e52v1,50.254166,2.050000,48244,1968,75,99,0,1,n157
27,52.500000,0.500000,52.500000,0.500000,6784,64,66,3,n1gyf11x,50.259377,2.044792,48249,1963,66,72,0,1,n158
27,53.000000,0.500000,53.000000,0.500000,6848,64,77,2,nhiryu2,50.729168,0.669792,48700,643,77,100,0,1,n159
27,53.000000,0.500000,53.000000,0.500000,6848,64,62,3,n1cbtxzq,50.738541,0.659375,48709,633,62,69,0,1,n160
27,53.500000,1.500000,53.500000,1.500000,6912,192,83,1,n1dsxcj3,51.296875,2.997917,49245,2878,83,99,0,1,n161
28,54.000000,1.500000,54.000000,1.500000,6976,192,74,2,n15rvhyc,52.167709,3.809375,50081,3657,74,57,0,1,n162
28,54.000000,1.500000,54.000000,1.500000,6976,192,68,3,nlj3n87,52.186459,3.790625,50099,3639,68,48,0,1,n163
28,54.000000,1.500000,54.000000,1.500000,6976,192,65,3,n1wcys64,52.202084,3.775000,50114,3624,65,38,0,1,n164
28,54.000000,1.500000,54.000000,1.500000,6976,192,58,3,n9pvokp,52.207291,3.769792,50119,3619,58,36,0,1,n165
28,55.000000,0.500000,55.000000,0.500000,7104,64,82,1,n1781bp8,54.088543,1.888542,51925,1813,82,50,0,1,n166
28,55.500000,1.500000,55.500000,1.500000,7168,192,70,1,n1985uyk,56.805210,2.580208,54533,2477,70,11,0,1,n167
28,55.500000,2.000000,55.500000,2.000000,7168,256,66,1,n1o6r8e6,56.807293,2.578125,54535,2475,66,30,0,1,n168
28,55.500000,2.000000,55.500000,2.000000,7168,256,63,1,n19daiw1,56.821877,2.563542,54549,2461,63,31,0,1,n169
29,56.000000,0.500000,56.000000,0.500000,7232,64,54,6,n6ol2v6,57.447918,1.936458,55150,1859,54,30,0,1,n170
29,56.000000,0.500000,56.000000,0.500000,7232,64,42,6,n15sqsrm,57.477085,1.908333,55178,1832,42,27,0,1,n171
29,57.000000,0.500000,57.000000,0.500000,7360,64,75,1,njd0vb2,58.779167,0.628125,56428,603,75,47,0,1,n172
29,57.500000,1.500000,57.500000,1.500000,7424,192,83,1,n170zupd,59.345833,3.941667,56972,3784,83,60,0,1,n173
29,57.500000,2.000000,57.500000,2.000000,7424,256,76,1,nhso13h,59.377083,3.910417,57002,3754,76,47,0,1,n174
29,57.500000,2.000000,57.500000,2.000000,7424,256,80,1,nog1322,59.384377,3.903125,57009,3747,80,43,0,1,n175
30,58.000000,0.500000,58.000000,0.500000,7488,64,71,3,n9fu7o8,60.180210,2.618750,57773,2514,71,39,0,1,n176
30,58.000000,0.500000,58.000000,0.500000,7488,64,68,3,n1hs0mq0,60.188541,3.098958,57781,2975,68,36,0,1,n177
30,59.000000,0.500000,59.000000,0.500000,7616,64,88,1,nv8x4g3,61.640625,1.646875,59175,1581,88,55,0,1,n178
30,59.500000,1.500000,59.500000,1.500000,7680,192,63,1,n1lcuzj,62.303123,2.410417,59811,2314,63,56,0,1,n179
30,59.500000,1.500000,59.500000,1.500000,7680,192,60,1,nrevevk,62.313541,2.420833,59821,2324,60,42,0,1,n180
30,59.500000,1.500000,59.500000,1.500000,7680,192,54,1,nmbgzgj,62.314583,2.310417,59822,2218,54,42,0,1,n181
31,60.000000,0.500000,60.000000,0.500000,7744,64,45,3,n10b8oen,62.966667,0.320833,60448,308,45,49,0,1,n182
31,61.000000,1.000000,61.000000,1.000000,7872,128,62,1,nk3zkrg,64.357292,2.620833,61783,2516,62,53,0,1,n183
31,61.000000,1.000000,61.000000,1.000000,7872,128,53,1,n9egt9e,64.360420,2.640625,61786,2535,53,42,0,1,n184
31,61.000000,0.500000,61.000000,0.500000,7872,64,46,3,n1x662om,64.361458,0.850000,61787,816,46,50,0,1,n185
31,61.000000,1.000000,61.000000,1.000000,7872,128,58,1,nommt0c,64.371872,9.245833,61797,8876,58,27,0,1,n186
32,62.000000,1.500000,62.000000,1.500000,8000,192,63,1,n1vstb1b,66.796875,6.821875,64125,6549,63,27,0,1,n187
32,62.000000,1.500000,62.000000,1.500000,8000,192,54,1,n13panho,66.817711,6.801042,64145,6529,54,17,0,1,n188
32,62.000000,1.500000,62.000000,1.500000,8000,192,39,3,n9f43h8,66.819794,6.797917,64147,6526,39,17,0,1,n189
32,63.531250,0.031250,63.531250,0.031250,8196,4,59,1,n1st1xqg,71.418747,2.198958,68562,2111,59,33,0,1,n190
32,63.593750,0.031250,63.593750,0.031250,8204,4,57,1,n1gfvle3,71.969795,1.647917,69091,1582,57,42,0,1,n191
32,63.656250,0.031250,63.656250,0.031250,8212,4,60,1,nmxyto5,72.336456,1.281250,69443,1230,60,40,0,1,n192
32,63.687500,0.031250,63.687500,0.031250,8216,4,62,1,n6s0wyy,72.480209,1.137500,69581,1092,62,56,0,1,n193
32,63.750000,0.031250,63.750000,0.031250,8224,4,65,1,n1ksebqf,72.764580,0.853125,69854,819,65,58,0,1,n194
32,63.781250,0.031250,63.781250,0.031250,8228,4,67,1,nbkyjw0,72.890625,0.727083,69975,698,67,51,0,1,n195
32,63.812500,0.031250,63.812500,0.031250,8232,4,68,1,n12mm9l0,72.993752,0.623958,70074,599,68,65,0,1,n196
32,63.843750,0.031250,63.843750,0.031250,8236,4,70,1,n4f3lsb,73.113541,0.504167,70189,484,70,66,0,1,n197
32,63.875000,0.031250,63.875000,0.031250,8240,4,72,1,n4qfwbf,73.238541,0.394792,70309,379,72,66,0,1,n198
32,63.906250,0.031250,63.906250,0.031250,8244,4,74,1,n197fke7,73.357292,0.370833,70423,356,74,64,0,1,n199
32,63.937500,0.031250,63.937500,0.031250,8248,4,75,1,n1scanvd,73.477081,0.652083,70538,626,75,70,0,1,n200
32,63.968750,0.031250,63.968750,0.031250,8252,4,77,1,nhwyey3,73.593750,0.278125,70650,267,77,70,0,1,n201
